H-1	TOT
2.889060E+06	2.648560E+00
2.889090E+06	2.686670E+00
2.889110E+06	2.700660E+00
2.889110E+06	2.702230E+00
2.889130E+06	2.696990E+00
2.889150E+06	2.676270E+00
2.889170E+06	2.639740E+00
2.889190E+06	2.587860E+00
2.889210E+06	2.521630E+00
2.889220E+06	2.442730E+00
2.889250E+06	2.321520E+00
2.889290E+06	2.117650E+00
2.889300E+06	2.047730E+00
2.889340E+06	1.837780E+00
2.889360E+06	1.706520E+00
2.889390E+06	1.586130E+00
2.889410E+06	1.504290E+00
2.889420E+06	1.430260E+00
2.889440E+06	1.364100E+00
2.889460E+06	1.305710E+00
2.889480E+06	1.254690E+00
2.889500E+06	1.210600E+00
2.889520E+06	1.172800E+00
2.889540E+06	1.140730E+00
2.889560E+06	1.105770E+00
2.889590E+06	1.078420E+00
2.889610E+06	1.057300E+00
2.889640E+06	1.041180E+00
2.889680E+06	1.023990E+00
2.889720E+06	1.009440E+00
2.889800E+06	9.959240E-01
2.889900E+06	9.828900E-01
2.890000E+06	9.746190E-01
2.890060E+06	9.729550E-01
2.890190E+06	9.754330E-01
2.891000E+06	1.007020E+00
2.892000E+06	1.045910E+00
2.892000E+06	1.045910E+00
2.894000E+06	1.071470E+00
2.896000E+06	1.083230E+00
2.897000E+06	1.086210E+00
2.900000E+06	1.095140E+00
2.905000E+06	1.103210E+00
2.910000E+06	1.107950E+00
2.915000E+06	1.112680E+00
2.920000E+06	1.117410E+00
2.925000E+06	1.122140E+00
2.930000E+06	1.126880E+00
2.935000E+06	1.131610E+00
2.940000E+06	1.136340E+00
2.945000E+06	1.141070E+00
2.950000E+06	1.145800E+00
2.955000E+06	1.150540E+00
2.960000E+06	1.156810E+00
2.965000E+06	1.163090E+00
2.970000E+06	1.169370E+00
2.975000E+06	1.175650E+00
2.980000E+06	1.184110E+00
2.985000E+06	1.192580E+00
2.990000E+06	1.201050E+00
2.995000E+06	1.212640E+00
3.000000E+06	1.229930E+00
3.001500E+06	1.239900E+00
3.002500E+06	1.246560E+00
3.003000E+06	1.252540E+00
3.003500E+06	1.258520E+00
3.004000E+06	1.266320E+00
3.004750E+06	1.286690E+00
3.005000E+06	1.295720E+00
3.005620E+06	1.344370E+00
3.005910E+06	1.369140E+00
3.005940E+06	1.373890E+00
3.006000E+06	1.383400E+00
3.006060E+06	1.397790E+00
3.006090E+06	1.404990E+00
3.006310E+06	1.469340E+00
3.006410E+06	1.500700E+00
3.006440E+06	1.513700E+00
3.006470E+06	1.526710E+00
3.006520E+06	1.556920E+00
3.006550E+06	1.574150E+00
3.006580E+06	1.591390E+00
3.006620E+06	1.634870E+00
3.006680E+06	1.689490E+00
3.006700E+06	1.722810E+00
3.006710E+06	1.739490E+00
3.006750E+06	1.798930E+00
3.006780E+06	1.846080E+00
3.006790E+06	1.869660E+00
3.006820E+06	1.953380E+00
3.006850E+06	2.018640E+00
3.006860E+06	2.051290E+00
3.006890E+06	2.125820E+00
3.006900E+06	2.163060E+00
3.006910E+06	2.204420E+00
3.006940E+06	2.287080E+00
3.006950E+06	2.328380E+00
3.006960E+06	2.370240E+00
3.006980E+06	2.433000E+00
3.007000E+06	2.495690E+00
3.007000E+06	2.495710E+00
3.007020E+06	2.552310E+00
3.007020E+06	2.571140E+00
3.007040E+06	2.603070E+00
3.007050E+06	2.634970E+00
3.007060E+06	2.646860E+00
3.007080E+06	2.682460E+00
3.007080E+06	2.682460E+00
3.007090E+06	2.704680E+00
3.007100E+06	2.707690E+00
3.007110E+06	2.713710E+00
3.007130E+06	2.708450E+00
3.007130E+06	2.708450E+00
3.007150E+06	2.688330E+00
3.007170E+06	2.653330E+00
3.007170E+06	2.653330E+00
3.007190E+06	2.604110E+00
3.007190E+06	2.604100E+00
3.007200E+06	2.563960E+00
3.007200E+06	2.563940E+00
3.007210E+06	2.516030E+00
3.007220E+06	2.468130E+00
3.007220E+06	2.468120E+00
3.007240E+06	2.412020E+00
3.007250E+06	2.355950E+00
3.007250E+06	2.355940E+00
3.007260E+06	2.309280E+00
3.007270E+06	2.262680E+00
3.007280E+06	2.216050E+00
3.007290E+06	2.169470E+00
3.007300E+06	2.122180E+00
3.007310E+06	2.074900E+00
3.007320E+06	2.027590E+00
3.007320E+06	1.980350E+00
3.007330E+06	1.933010E+00
3.007340E+06	1.917300E+00
3.007340E+06	1.888120E+00
3.007350E+06	1.844360E+00
3.007360E+06	1.829790E+00
3.007360E+06	1.800640E+00
3.007370E+06	1.774140E+00
3.007380E+06	1.721200E+00
3.007390E+06	1.694760E+00
3.007390E+06	1.671420E+00
3.007410E+06	1.624760E+00
3.007410E+06	1.601460E+00
3.007420E+06	1.560620E+00
3.007430E+06	1.540200E+00
3.007440E+06	1.504360E+00
3.007450E+06	1.486470E+00
3.007470E+06	1.439880E+00
3.007480E+06	1.426620E+00
3.007490E+06	1.400090E+00
3.007510E+06	1.363900E+00
3.007530E+06	1.330030E+00
3.007550E+06	1.303280E+00
3.007560E+06	1.296280E+00
3.007580E+06	1.282270E+00
3.007610E+06	1.261000E+00
3.007660E+06	1.238400E+00
3.007750E+06	1.207200E+00
3.007840E+06	1.181730E+00
3.007910E+06	1.164750E+00
3.007950E+06	1.156010E+00
3.008000E+06	1.147280E+00
3.008050E+06	1.143140E+00
3.008070E+06	1.141080E+00
3.008090E+06	1.140590E+00
3.008120E+06	1.139950E+00
3.008140E+06	1.139630E+00
3.008250E+06	1.142200E+00
3.009880E+06	1.180370E+00
3.010000E+06	1.183310E+00
3.010060E+06	1.184780E+00
3.010160E+06	1.185280E+00
3.020000E+06	1.237960E+00
3.030000E+06	1.266680E+00
3.040000E+06	1.295410E+00
3.045000E+06	1.309770E+00
3.050000E+06	1.326210E+00
3.060000E+06	1.359080E+00
3.070000E+06	1.396900E+00
3.080000E+06	1.439100E+00
3.090000E+06	1.486200E+00
3.100000E+06	1.538690E+00
3.110000E+06	1.597080E+00
3.120000E+06	1.661820E+00
3.130000E+06	1.733350E+00
3.140000E+06	1.811950E+00
3.150000E+06	1.897820E+00
3.160000E+06	1.990920E+00
3.170000E+06	2.091040E+00
3.180000E+06	2.197850E+00
3.190000E+06	2.311610E+00
3.200000E+06	2.441470E+00
3.201000E+06	2.454450E+00
3.201500E+06	2.463890E+00
3.203000E+06	2.492190E+00
3.204000E+06	2.511060E+00
3.204500E+06	2.520490E+00
3.205000E+06	2.534870E+00
3.206000E+06	2.563630E+00
3.206750E+06	2.596080E+00
3.207000E+06	2.606890E+00
3.207620E+06	2.650240E+00
3.207940E+06	2.671920E+00
3.208000E+06	2.676260E+00
3.208060E+06	2.684130E+00
3.208620E+06	2.754960E+00
3.208750E+06	2.770700E+00
3.208880E+06	2.789010E+00
3.209000E+06	2.807320E+00
3.209120E+06	2.835780E+00
3.209380E+06	2.892680E+00
3.209470E+06	2.919100E+00
3.209500E+06	2.927910E+00
3.209560E+06	2.951120E+00
3.209690E+06	2.997540E+00
3.209750E+06	3.020750E+00
3.209880E+06	3.073830E+00
3.209940E+06	3.100380E+00
3.209970E+06	3.117810E+00
3.210030E+06	3.152680E+00
3.210060E+06	3.170110E+00
3.210120E+06	3.213920E+00
3.210310E+06	3.345330E+00
3.210410E+06	3.419850E+00
3.210440E+06	3.444690E+00
3.210470E+06	3.475690E+00
3.210530E+06	3.537690E+00
3.210590E+06	3.612530E+00
3.210620E+06	3.649940E+00
3.210720E+06	3.775240E+00
3.210880E+06	3.984040E+00
3.210970E+06	4.123220E+00
3.211000E+06	4.169600E+00
3.211030E+06	4.223130E+00
3.211120E+06	4.383690E+00
3.211310E+06	4.723030E+00
3.211380E+06	4.836130E+00
3.211410E+06	4.884040E+00
3.211440E+06	4.931940E+00
3.211470E+06	4.968600E+00
3.211500E+06	5.005250E+00
3.211520E+06	5.016870E+00
3.211560E+06	5.051680E+00
3.211620E+06	5.075610E+00
3.211750E+06	5.087430E+00
3.211810E+06	5.093330E+00
3.211840E+06	5.089650E+00
3.211880E+06	5.085980E+00
3.211910E+06	5.082290E+00
3.211940E+06	5.067480E+00
3.211970E+06	5.052670E+00
3.211980E+06	5.038280E+00
3.212030E+06	4.995110E+00
3.212060E+06	4.952360E+00
3.212090E+06	4.909610E+00
3.212120E+06	4.855760E+00
3.212190E+06	4.748040E+00
3.212220E+06	4.690060E+00
3.212410E+06	4.342200E+00
3.212440E+06	4.284230E+00
3.212500E+06	4.181540E+00
3.212560E+06	4.078840E+00
3.212590E+06	4.034110E+00
3.212750E+06	3.810510E+00
3.212780E+06	3.768390E+00
3.212910E+06	3.599970E+00
3.212970E+06	3.527000E+00
3.213000E+06	3.490530E+00
3.213030E+06	3.461280E+00
3.213090E+06	3.402800E+00
3.213190E+06	3.333090E+00
3.213310E+06	3.240150E+00
3.213380E+06	3.198030E+00
3.213440E+06	3.155910E+00
3.213470E+06	3.138910E+00
3.213530E+06	3.104910E+00
3.213560E+06	3.087910E+00
3.213620E+06	3.063300E+00
3.213810E+06	2.989470E+00
3.213940E+06	2.948380E+00
3.214000E+06	2.927850E+00
3.214030E+06	2.921370E+00
3.214120E+06	2.901950E+00
3.214190E+06	2.889010E+00
3.214750E+06	2.796690E+00
3.214810E+06	2.787490E+00
3.214940E+06	2.769100E+00
3.215000E+06	2.759900E+00
3.215120E+06	2.751280E+00
3.215500E+06	2.725420E+00
3.215880E+06	2.704020E+00
3.216000E+06	2.696890E+00
3.216060E+06	2.695830E+00
3.217500E+06	2.671480E+00
3.218000E+06	2.663010E+00
3.220000E+06	2.666630E+00
3.220250E+06	2.667080E+00
3.230000E+06	2.754740E+00
3.230000E+06	2.754740E+00
3.240000E+06	2.852840E+00
3.245000E+06	2.901890E+00
3.253750E+06	2.978710E+00
3.255000E+06	2.989680E+00
3.260000E+06	3.030830E+00
3.270000E+06	3.100650E+00
3.280000E+06	3.157070E+00
3.290000E+06	3.199980E+00
3.295000E+06	3.214990E+00
3.300000E+06	3.229990E+00
3.305000E+06	3.239110E+00
3.310000E+06	3.248230E+00
3.315000E+06	3.252230E+00
3.320000E+06	3.256230E+00
3.325000E+06	3.254430E+00
3.335000E+06	3.250820E+00
3.340000E+06	3.245910E+00
3.350000E+06	3.236080E+00
3.360000E+06	3.218950E+00
3.410000E+06	3.133270E+00
3.420000E+06	3.116140E+00
3.426000E+06	3.105890E+00
3.430000E+06	3.100970E+00
3.432000E+06	3.098540E+00
3.433880E+06	3.101200E+00
3.434000E+06	3.101380E+00
3.434250E+06	3.101760E+00
3.435000E+06	3.102890E+00
3.435780E+06	3.108250E+00
3.435880E+06	3.108900E+00
3.435940E+06	3.109350E+00
3.435980E+06	3.109690E+00
3.436000E+06	3.109810E+00
3.436030E+06	3.112060E+00
3.436060E+06	3.114310E+00
3.436120E+06	3.118840E+00
3.436220E+06	3.125640E+00
3.437750E+06	3.236820E+00
3.437830E+06	3.242510E+00
3.437880E+06	3.245950E+00
3.437920E+06	3.255540E+00
3.437950E+06	3.261970E+00
3.437980E+06	3.268420E+00
3.438000E+06	3.271660E+00
3.438010E+06	3.276960E+00
3.438040E+06	3.287580E+00
3.438060E+06	3.298220E+00
3.438090E+06	3.308890E+00
3.438100E+06	3.314230E+00
3.438110E+06	3.322380E+00
3.438140E+06	3.338680E+00
3.438160E+06	3.355010E+00
3.438180E+06	3.363190E+00
3.438190E+06	3.374390E+00
3.438210E+06	3.396830E+00
3.438240E+06	3.419310E+00
3.438250E+06	3.430560E+00
3.438260E+06	3.445860E+00
3.438290E+06	3.476500E+00
3.438310E+06	3.507180E+00
3.438320E+06	3.522540E+00
3.438340E+06	3.542450E+00
3.438360E+06	3.582310E+00
3.438380E+06	3.602270E+00
3.438390E+06	3.626820E+00
3.438410E+06	3.675980E+00
3.438420E+06	3.700590E+00
3.438440E+06	3.730600E+00
3.438460E+06	3.790650E+00
3.438480E+06	3.820710E+00
3.438490E+06	3.856930E+00
3.438510E+06	3.929430E+00
3.438520E+06	3.965710E+00
3.438540E+06	4.008780E+00
3.438560E+06	4.094950E+00
3.438580E+06	4.138070E+00
3.438600E+06	4.237520E+00
3.438620E+06	4.337130E+00
3.438650E+06	4.447560E+00
3.438700E+06	4.668450E+00
3.438740E+06	4.834030E+00
3.438750E+06	4.889120E+00
3.438760E+06	4.939100E+00
3.438790E+06	5.038870E+00
3.438800E+06	5.088650E+00
3.438810E+06	5.130970E+00
3.438840E+06	5.215380E+00
3.438860E+06	5.282930E+00
3.438880E+06	5.316590E+00
3.438890E+06	5.340500E+00
3.438910E+06	5.382170E+00
3.438910E+06	5.388090E+00
3.438920E+06	5.400780E+00
3.438950E+06	5.425980E+00
3.438980E+06	5.431170E+00
3.439000E+06	5.415980E+00
3.439010E+06	5.408270E+00
3.439020E+06	5.389130E+00
3.439050E+06	5.350670E+00
3.439080E+06	5.292810E+00
3.439090E+06	5.263820E+00
3.439110E+06	5.189110E+00
3.439150E+06	5.076950E+00
3.439200E+06	4.915310E+00
3.439240E+06	4.794140E+00
3.439260E+06	4.713460E+00
3.439280E+06	4.673170E+00
3.439290E+06	4.638250E+00
3.439310E+06	4.568500E+00
3.439340E+06	4.498830E+00
3.439350E+06	4.464050E+00
3.439360E+06	4.434420E+00
3.439390E+06	4.375290E+00
3.439400E+06	4.345770E+00
3.439410E+06	4.321590E+00
3.439440E+06	4.273310E+00
3.439460E+06	4.225100E+00
3.439480E+06	4.201030E+00
3.439490E+06	4.182670E+00
3.439510E+06	4.146020E+00
3.439540E+06	4.109420E+00
3.439550E+06	4.091150E+00
3.439560E+06	4.077470E+00
3.439590E+06	4.050160E+00
3.439610E+06	4.022890E+00
3.439620E+06	4.009270E+00
3.439640E+06	3.999330E+00
3.439680E+06	3.969580E+00
3.439700E+06	3.949780E+00
3.439710E+06	3.943220E+00
3.439750E+06	3.923600E+00
3.439790E+06	3.904020E+00
3.439800E+06	3.897510E+00
3.439820E+06	3.890790E+00
3.439860E+06	3.880750E+00
3.439900E+06	3.870740E+00
3.439940E+06	3.867470E+00
3.439950E+06	3.866390E+00
3.439980E+06	3.868960E+00
3.440020E+06	3.873160E+00
3.440060E+06	3.878040E+00
3.440110E+06	3.893100E+00
3.440190E+06	3.918230E+00
3.440250E+06	3.938350E+00
3.440310E+06	3.965310E+00
3.440380E+06	3.992280E+00
3.440410E+06	4.005780E+00
3.440440E+06	4.027170E+00
3.440480E+06	4.059290E+00
3.440500E+06	4.069990E+00
3.440530E+06	4.101320E+00
3.440590E+06	4.156180E+00
3.440590E+06	4.164010E+00
3.440660E+06	4.242530E+00
3.440750E+06	4.360330E+00
3.440810E+06	4.446650E+00
3.440910E+06	4.576150E+00
3.440940E+06	4.619310E+00
3.440970E+06	4.668880E+00
3.441000E+06	4.718420E+00
3.441030E+06	4.775180E+00
3.441120E+06	4.945390E+00
3.441120E+06	4.945400E+00
3.441310E+06	5.314310E+00
3.441340E+06	5.367530E+00
3.441410E+06	5.473930E+00
3.441410E+06	5.473930E+00
3.441450E+06	5.526260E+00
3.441470E+06	5.543680E+00
3.441510E+06	5.563010E+00
3.441520E+06	5.566870E+00
3.441530E+06	5.568640E+00
3.441560E+06	5.558720E+00
3.441590E+06	5.548790E+00
3.441620E+06	5.520540E+00
3.441690E+06	5.464010E+00
3.441720E+06	5.426020E+00
3.441880E+06	5.236090E+00
3.441910E+06	5.190970E+00
3.442000E+06	5.055630E+00
3.442090E+06	4.888580E+00
3.442120E+06	4.832900E+00
3.442380E+06	4.341920E+00
3.442440E+06	4.232360E+00
3.442470E+06	4.177580E+00
3.442500E+06	4.133760E+00
3.442560E+06	4.046090E+00
3.442620E+06	3.975670E+00
3.442750E+06	3.856720E+00
3.442810E+06	3.797250E+00
3.442910E+06	3.716990E+00
3.442940E+06	3.690250E+00
3.443000E+06	3.644850E+00
3.443090E+06	3.592360E+00
3.443120E+06	3.574870E+00
3.443250E+06	3.522160E+00
3.443380E+06	3.469450E+00
3.443440E+06	3.447170E+00
3.443500E+06	3.424900E+00
3.443560E+06	3.409560E+00
3.443750E+06	3.363570E+00
3.444000E+06	3.314330E+00
3.444250E+06	3.283070E+00
3.444500E+06	3.251820E+00
3.444880E+06	3.222980E+00
3.445000E+06	3.213370E+00
3.446000E+06	3.169580E+00
3.447000E+06	3.146010E+00
3.448000E+06	3.134970E+00
3.449500E+06	3.118430E+00
3.450000E+06	3.117060E+00
3.460000E+06	3.089630E+00
3.460310E+06	3.089440E+00
3.480000E+06	3.077580E+00
3.500000E+06	3.077180E+00
3.520000E+06	3.084900E+00
3.524690E+06	3.086710E+00
3.540000E+06	3.092630E+00
3.560000E+06	3.100380E+00
3.580000E+06	3.108150E+00
3.590000E+06	3.112050E+00
3.600000E+06	3.113780E+00
3.620000E+06	3.106550E+00
3.630000E+06	3.102960E+00
3.633000E+06	3.101890E+00
3.634000E+06	3.101540E+00
3.636000E+06	3.100850E+00
3.637880E+06	3.100260E+00
3.638000E+06	3.100230E+00
3.638250E+06	3.100180E+00
3.639880E+06	3.099950E+00
3.639970E+06	3.099950E+00
3.640060E+06	3.099960E+00
3.640190E+06	3.100010E+00
3.640380E+06	3.100100E+00
3.640470E+06	3.100170E+00
3.640530E+06	3.100240E+00
3.640620E+06	3.100370E+00
3.640750E+06	3.100570E+00
3.640840E+06	3.100750E+00
3.640890E+06	3.100860E+00
3.640940E+06	3.101010E+00
3.640970E+06	3.101120E+00
3.641000E+06	3.101260E+00
3.641030E+06	3.101420E+00
3.641080E+06	3.101700E+00
3.641120E+06	3.102020E+00
3.641190E+06	3.102480E+00
3.641230E+06	3.102860E+00
3.641270E+06	3.103140E+00
3.641300E+06	3.103450E+00
3.641320E+06	3.103730E+00
3.641340E+06	3.104070E+00
3.641360E+06	3.104340E+00
3.641380E+06	3.104640E+00
3.641390E+06	3.105000E+00
3.641410E+06	3.105420E+00
3.641420E+06	3.105910E+00
3.641440E+06	3.106470E+00
3.641450E+06	3.107110E+00
3.641470E+06	3.107840E+00
3.641480E+06	3.108670E+00
3.641500E+06	3.109590E+00
3.641520E+06	3.110690E+00
3.641530E+06	3.111880E+00
3.641550E+06	3.113160E+00
3.641560E+06	3.114530E+00
3.641580E+06	3.115990E+00
3.641600E+06	3.118310E+00
3.641620E+06	3.120780E+00
3.641660E+06	3.124230E+00
3.641700E+06	3.129650E+00
3.641800E+06	3.140660E+00
3.641830E+06	3.144170E+00
3.641860E+06	3.147480E+00
3.641890E+06	3.150460E+00
3.641910E+06	3.152410E+00
3.641940E+06	3.154060E+00
3.641960E+06	3.155350E+00
3.641980E+06	3.156250E+00
3.642000E+06	3.156570E+00
3.642010E+06	3.156690E+00
3.642020E+06	3.156710E+00
3.642040E+06	3.156520E+00
3.642060E+06	3.155920E+00
3.642090E+06	3.154980E+00
3.642110E+06	3.153720E+00
3.642140E+06	3.151670E+00
3.642170E+06	3.149300E+00
3.642220E+06	3.145370E+00
3.642340E+06	3.134320E+00
3.642390E+06	3.130340E+00
3.642420E+06	3.127840E+00
3.642450E+06	3.125500E+00
3.642480E+06	3.123350E+00
3.642510E+06	3.121870E+00
3.642530E+06	3.120510E+00
3.642550E+06	3.119270E+00
3.642580E+06	3.118120E+00
3.642610E+06	3.116740E+00
3.642640E+06	3.115480E+00
3.642690E+06	3.113760E+00
3.642750E+06	3.111620E+00
3.642810E+06	3.109580E+00
3.642860E+06	3.108110E+00
3.642890E+06	3.107190E+00
3.642920E+06	3.106330E+00
3.642950E+06	3.105740E+00
3.642970E+06	3.105200E+00
3.642990E+06	3.104720E+00
3.643020E+06	3.104290E+00
3.643040E+06	3.103920E+00
3.643060E+06	3.103610E+00
3.643090E+06	3.103350E+00
3.643110E+06	3.103130E+00
3.643120E+06	3.103000E+00
3.643160E+06	3.102790E+00
3.643190E+06	3.102610E+00
3.643230E+06	3.102380E+00
3.643380E+06	3.101780E+00
3.643810E+06	3.099980E+00
3.643880E+06	3.099740E+00
3.643940E+06	3.099510E+00
3.643980E+06	3.099360E+00
3.644030E+06	3.099230E+00
3.644060E+06	3.099160E+00
3.644120E+06	3.099030E+00
3.644220E+06	3.098880E+00
3.645880E+06	3.096370E+00
3.646000E+06	3.096190E+00
3.646190E+06	3.095950E+00
3.648000E+06	3.093670E+00
3.650000E+06	3.091230E+00
3.660310E+06	3.078790E+00
3.680000E+06	3.055140E+00
3.700000E+06	3.031200E+00
3.705000E+06	3.025230E+00
3.710000E+06	3.021820E+00
3.720000E+06	3.026660E+00
3.720000E+06	3.026660E+00
3.730000E+06	3.059080E+00
3.740000E+06	3.163320E+00
3.749000E+06	3.439810E+00
3.751000E+06	3.555440E+00
3.752000E+06	3.631140E+00
3.753000E+06	3.706840E+00
3.755000E+06	3.904670E+00
3.757000E+06	4.162040E+00
3.759000E+06	4.490130E+00
3.761000E+06	4.887460E+00
3.762000E+06	5.102730E+00
3.763000E+06	5.318000E+00
3.765000E+06	5.687510E+00
3.767000E+06	5.859920E+00
3.769000E+06	5.750520E+00
3.769000E+06	5.750520E+00
3.771000E+06	5.408520E+00
3.771250E+06	5.353820E+00
3.774000E+06	4.752120E+00
3.775000E+06	4.538640E+00
3.777000E+06	4.173750E+00
3.779000E+06	3.881470E+00
3.779000E+06	3.881470E+00
3.781000E+06	3.652700E+00
3.782000E+06	3.563450E+00
3.783000E+06	3.474210E+00
3.785000E+06	3.334010E+00
3.785000E+06	3.334010E+00
3.787000E+06	3.222560E+00
3.789000E+06	3.132750E+00
3.791000E+06	3.059280E+00
3.793000E+06	2.998300E+00
3.796000E+06	2.924940E+00
3.799000E+06	2.865510E+00
3.810000E+06	2.722260E+00
3.820000E+06	2.640270E+00
3.830000E+06	2.578670E+00
3.840000E+06	2.530470E+00
3.845000E+06	2.506410E+00
3.850000E+06	2.487010E+00
3.860000E+06	2.448320E+00
3.860000E+06	2.448320E+00
3.870000E+06	2.412110E+00
3.880000E+06	2.383060E+00
3.890000E+06	2.354160E+00
3.900000E+06	2.331370E+00
3.910000E+06	2.308790E+00
3.920000E+06	2.293140E+00
3.930000E+06	2.277770E+00
3.940000E+06	2.262720E+00
3.950000E+06	2.248060E+00
3.955000E+06	2.240970E+00
3.960000E+06	2.233890E+00
3.970000E+06	2.220330E+00
3.975000E+06	2.213930E+00
3.980000E+06	2.203190E+00
3.985000E+06	2.192960E+00
3.990000E+06	2.180480E+00
4.000000E+06	2.141600E+00
4.010000E+06	2.079080E+00
4.020000E+06	1.980380E+00
4.030000E+06	1.835620E+00
4.040000E+06	1.653750E+00
4.050000E+06	1.474350E+00
4.060000E+06	1.343320E+00
4.060000E+06	1.343320E+00
4.070000E+06	1.271700E+00
4.080000E+06	1.239130E+00
4.090000E+06	1.224210E+00
4.095000E+06	1.218280E+00
4.100000E+06	1.214320E+00
4.105000E+06	1.212150E+00
4.110000E+06	1.211020E+00
4.110000E+06	1.211020E+00
4.120000E+06	1.228490E+00
4.120000E+06	1.228490E+00
4.130000E+06	1.289130E+00
4.140000E+06	1.423880E+00
4.150000E+06	1.649960E+00
4.160000E+06	1.927930E+00
4.170000E+06	2.156950E+00
4.180000E+06	2.260820E+00
4.180000E+06	2.260820E+00
4.190000E+06	2.246370E+00
4.190000E+06	2.246370E+00
4.200000E+06	2.161320E+00
4.210000E+06	2.045910E+00
4.220000E+06	1.922560E+00
4.230000E+06	1.801890E+00
4.235000E+06	1.742920E+00
4.240000E+06	1.685310E+00
4.250000E+06	1.580380E+00
4.250000E+06	1.580380E+00
4.260000E+06	1.493370E+00
4.270000E+06	1.442870E+00
4.275000E+06	1.443790E+00
4.280000E+06	1.474490E+00
4.280000E+06	1.474490E+00
4.285000E+06	1.548880E+00
4.290000E+06	1.683350E+00
4.295000E+06	1.889430E+00
4.300000E+06	2.159920E+00
4.305000E+06	2.458650E+00
4.310000E+06	2.731930E+00
4.310000E+06	2.731930E+00
4.315000E+06	2.936280E+00
4.320000E+06	3.054750E+00
4.325000E+06	3.093770E+00
4.330000E+06	3.071980E+00
4.335000E+06	3.010500E+00
4.340000E+06	2.926930E+00
4.345000E+06	2.833470E+00
4.350000E+06	2.741250E+00
4.355000E+06	2.650710E+00
4.360000E+06	2.562030E+00
4.370000E+06	2.408750E+00
4.380000E+06	2.280030E+00
4.381460E+06	2.264370E+00
4.390000E+06	2.172560E+00
4.400000E+06	2.082850E+00
4.405000E+06	2.045450E+00
4.410000E+06	2.008290E+00
4.415000E+06	1.977810E+00
4.420000E+06	1.947610E+00
4.425000E+06	1.924260E+00
4.430000E+06	1.901400E+00
4.430000E+06	1.901400E+00
4.435000E+06	1.886170E+00
4.437500E+06	1.879220E+00
4.440000E+06	1.875360E+00
4.445000E+06	1.870270E+00
4.450000E+06	1.871030E+00
4.451000E+06	1.872460E+00
4.452000E+06	1.872030E+00
4.453000E+06	1.872390E+00
4.454000E+06	1.869080E+00
4.455000E+06	1.866900E+00
4.456000E+06	1.859830E+00
4.457000E+06	1.847780E+00
4.458000E+06	1.828790E+00
4.459000E+06	1.800530E+00
4.460000E+06	1.760910E+00
4.461000E+06	1.708870E+00
4.462000E+06	1.644650E+00
4.462750E+06	1.593680E+00
4.463000E+06	1.576380E+00
4.463750E+06	1.524870E+00
4.464000E+06	1.507380E+00
4.464750E+06	1.461570E+00
4.465000E+06	1.446030E+00
4.465000E+06	1.446030E+00
4.466000E+06	1.397430E+00
4.467000E+06	1.363190E+00
4.468000E+06	1.342130E+00
4.468500E+06	1.336650E+00
4.469000E+06	1.331300E+00
4.469000E+06	1.331300E+00
4.470000E+06	1.328000E+00
4.471000E+06	1.330400E+00
4.472000E+06	1.334050E+00
4.473000E+06	1.338880E+00
4.474000E+06	1.344750E+00
4.475000E+06	1.351510E+00
4.476000E+06	1.359030E+00
4.477000E+06	1.363850E+00
4.478000E+06	1.369200E+00
4.479000E+06	1.374990E+00
4.480000E+06	1.378280E+00
4.481000E+06	1.381890E+00
4.482000E+06	1.385750E+00
4.483000E+06	1.387340E+00
4.484500E+06	1.390070E+00
4.486000E+06	1.393120E+00
4.487000E+06	1.393310E+00
4.489500E+06	1.394220E+00
4.490000E+06	1.394460E+00
4.495000E+06	1.390100E+00
4.495000E+06	1.390100E+00
4.500000E+06	1.380900E+00
4.505000E+06	1.367260E+00
4.507500E+06	1.361100E+00
4.510000E+06	1.355180E+00
4.515000E+06	1.346280E+00
4.515500E+06	1.345780E+00
4.516000E+06	1.346480E+00
4.517000E+06	1.351070E+00
4.517500E+06	1.353710E+00
4.518000E+06	1.358640E+00
4.518500E+06	1.364030E+00
4.518750E+06	1.367540E+00
4.519000E+06	1.371140E+00
4.519750E+06	1.388560E+00
4.520000E+06	1.394490E+00
4.520620E+06	1.419240E+00
4.520880E+06	1.429210E+00
4.521000E+06	1.434320E+00
4.521250E+06	1.450570E+00
4.521750E+06	1.483440E+00
4.521880E+06	1.492870E+00
4.522000E+06	1.502560E+00
4.522060E+06	1.509440E+00
4.522620E+06	1.573090E+00
4.522750E+06	1.587340E+00
4.522940E+06	1.611900E+00
4.523000E+06	1.620310E+00
4.523060E+06	1.631690E+00
4.523250E+06	1.666500E+00
4.523380E+06	1.691710E+00
4.523880E+06	1.792950E+00
4.524000E+06	1.824540E+00
4.524060E+06	1.840640E+00
4.524190E+06	1.880940E+00
4.524500E+06	1.982500E+00
4.524880E+06	2.107860E+00
4.525000E+06	2.154280E+00
4.525120E+06	2.208330E+00
4.525250E+06	2.262650E+00
4.525880E+06	2.546380E+00
4.526000E+06	2.602400E+00
4.526190E+06	2.676000E+00
4.526810E+06	2.918330E+00
4.526940E+06	2.959600E+00
4.527000E+06	2.973050E+00
4.527060E+06	2.985890E+00
4.527090E+06	2.988620E+00
4.527250E+06	3.000620E+00
4.527250E+06	3.000620E+00
4.527880E+06	3.021180E+00
4.527880E+06	3.021180E+00
4.528000E+06	3.014840E+00
4.528000E+06	3.014840E+00
4.528120E+06	2.992750E+00
